"Season","Sector","Category","Crop","QueryType","QueryText","KCCAns","StateName","DistrictName","BlockName","CreatedOn"
"RABI","AGRICULTURE","Others","Others","Weather","Asking about weather forecast Tahsil ?","Tahsil Weather Report- This week weather is clear and NO Possibility  rainfall","MAHARASHTRA","WASHIM","KARANJA                                           ","2018-10-21 11:13:48.060"
"RABI","HORTICULTURE","Vegetables","Onion","Seeds and Planting Material","VARIETIES OF ONION ?","VARIETIES OF ONION -  NO -53 POONA FURSUNGI BASWANT-780 NO-2-4-1 PHULE SUVARNA AGRIFOUND DARK RED","MAHARASHTRA","WASHIM","MALEGAON                                          ","2018-10-21 11:39:52.310"
"RABI","HORTICULTURE","Vegetables","Onion","Seeds and Planting Material","VARIETIES OF ONION ?","VARIETIES OF ONION -  NO -53 POONA FURSUNGI BASWANT-780 NO-2-4-1 PHULE SUVARNA AGRIFOUND DARK RED","MAHARASHTRA","WASHIM","MALEGAON                                          ","2018-10-21 11:39:52.310"
"RABI","AGRICULTURE","Others","Others","Weather","Asking about weather forecast?","This week weather is clear and  no possibility of rainfall.","MAHARASHTRA","WASHIM","WASHIM                                            ","2018-10-21 12:03:10.153"
"RABI","AGRICULTURE","Others","Others","Weather","Asking about weather forecast?","This week weather is clear and  no possibility of rainfall.","MAHARASHTRA","WASHIM","WASHIM                                            ","2018-10-21 12:03:10.153"
"RABI","AGRICULTURE","Pulses","Bengal Gram (Gram/Chick Pea/Kabuli/Chana)","Varieties","VARIETIES OF BENGAL GRAM ?","VARIETIES OF BENGAL GRAM - VIJAY ,DIGVIJAY, VISHAL, VIKAS, JAKI-9218, PHULE G-12","MAHARASHTRA","WASHIM","MANORA                                            ","2018-10-21 12:16:18.470"
"RABI","AGRICULTURE","Pulses","Bengal Gram (Gram/Chick Pea/Kabuli/Chana)","Varieties","VARIETIES OF BENGAL GRAM ?","VARIETIES OF BENGAL GRAM - VIJAY ,DIGVIJAY, VISHAL, VIKAS, JAKI-9218, PHULE G-12","MAHARASHTRA","WASHIM","MANORA                                            ","2018-10-21 12:16:18.470"
"KHARIF","AGRICULTURE","Fiber Crops","Cotton (Kapas)","	Plant Protection	","ASKING ABOUT CONTROLL OF RUST ATTACK ON TUR ?","CONTROLL OF RUST ATTACK ON TUR      -SPRAY RIDOMIL GOLD 30 GM / 15 LITERS OF WATER. SYNGENTA","MAHARASHTRA","WASHIM","MALEGAON                                          ","2018-10-21 12:36:46.197"
"KHARIF","AGRICULTURE","Fiber Crops","Cotton (Kapas)","	Plant Protection	","ASKING ABOUT CONTROLL OF RUST ATTACK ON TUR ?","CONTROLL OF RUST ATTACK ON TUR      -SPRAY RIDOMIL GOLD 30 GM / 15 LITERS OF WATER. SYNGENTA","MAHARASHTRA","WASHIM","MALEGAON                                          ","2018-10-21 12:36:46.197"
"KHARIF","AGRICULTURE","Others","Others","Weather","Asking about weather forecast?","This week weather is CLEAR SKY and  NO possibility of rainfall","MAHARASHTRA","WASHIM","MALEGAON                                          ","2018-10-21 12:46:48.140"
"KHARIF","AGRICULTURE","Others","Others","Weather","Asking about weather forecast?","This week weather is CLEAR SKY and  NO possibility of rainfall","MAHARASHTRA","WASHIM","MALEGAON                                          ","2018-10-21 12:46:48.140"
"RABI","AGRICULTURE","Others","Others","Weather","Asking about weather forecast?","This week weather is Mostly Clear and   NO Possibility of Rainfall","MAHARASHTRA","WASHIM","KARANJA                                           ","2018-10-21 13:28:09.573"
"RABI","AGRICULTURE","Others","Others","Weather","Asking about weather forecast?","This week weather is Mostly Clear and   NO Possibility of Rainfall","MAHARASHTRA","WASHIM","KARANJA                                           ","2018-10-21 13:28:09.573"
"KHARIF","AGRICULTURE","Pulses","Bengal Gram (Gram/Chick Pea/Kabuli/Chana)","Varieties","ASKED ABOUT VARIETIES OF BENGAL GRAM ?","VARIETIES OF BENGAL GRAM - VIJAY ,DIGVIJAY, VISHAL, VIKAS, JAKI-9218, PHULE G-12","MAHARASHTRA","WASHIM","MALEGAON                                          ","2018-10-21 13:59:43.400"
"KHARIF","AGRICULTURE","Pulses","Bengal Gram (Gram/Chick Pea/Kabuli/Chana)","Varieties","ASKED ABOUT VARIETIES OF BENGAL GRAM ?","VARIETIES OF BENGAL GRAM - VIJAY ,DIGVIJAY, VISHAL, VIKAS, JAKI-9218, PHULE G-12","MAHARASHTRA","WASHIM","MALEGAON                                          ","2018-10-21 13:59:43.400"
"RABI","AGRICULTURE","Pulses","Pigeon pea (red gram/arhar/tur)","	Plant Protection	","attack of caterpillar on redgram?","Spray Chloropyriphos 30 ml/15 Lit of Water.","MAHARASHTRA","WASHIM","MANORA                                            ","2018-10-21 14:30:21.480"
"RABI","AGRICULTURE","Pulses","Pigeon pea (red gram/arhar/tur)","	Plant Protection	","attack of caterpillar on redgram?","Spray Chloropyriphos 30 ml/15 Lit of Water.","MAHARASHTRA","WASHIM","MANORA                                            ","2018-10-21 14:30:21.480"
"RABI","AGRICULTURE","Oilseeds","Soybean (bhat)","Market Information","FARMER ASKED ABOUT MARKET RATE OF SOYABEAN ?","RISOD MARKET RATE OF SOYABEAN  -2885-3060 RS/QTL","MAHARASHTRA","WASHIM","RISOD                                             ","2018-10-21 14:36:03.073"
"RABI","AGRICULTURE","Oilseeds","Soybean (bhat)","Market Information","FARMER ASKED ABOUT MARKET RATE OF SOYABEAN ?","RISOD MARKET RATE OF SOYABEAN  -2885-3060 RS/QTL","MAHARASHTRA","WASHIM","RISOD                                             ","2018-10-21 14:36:03.073"
"KHARIF","AGRICULTURE","Pulses","Pigeon pea (red gram/arhar/tur)","	Plant Protection	","ATTACK OF LEAF EATING CATERPILLAR ?","Spray Neem ark 30 ml/15 liter water.","MAHARASHTRA","WASHIM","MANGRULPIR                                        ","2018-10-21 14:37:00.153"
"KHARIF","AGRICULTURE","Pulses","Pigeon pea (red gram/arhar/tur)","	Plant Protection	","ATTACK OF LEAF EATING CATERPILLAR ?","Spray Neem ark 30 ml/15 liter water.","MAHARASHTRA","WASHIM","MANGRULPIR                                        ","2018-10-21 14:37:00.153"
"KHARIF","AGRICULTURE","Others","Others","Government Schemes","ASKING ABOUT GOVERNMENT SCHEME ?","FOR DETAIL INFORMATION ABOUT GOVERNMENT SCHEME  PLEASE VISIT YOUR TALUKA AGRICULTURE OFFICER","MAHARASHTRA","WASHIM","RISOD                                             ","2018-10-21 14:41:28.880"
"KHARIF","AGRICULTURE","Others","Others","Government Schemes","ASKING ABOUT GOVERNMENT SCHEME ?","FOR DETAIL INFORMATION ABOUT GOVERNMENT SCHEME  PLEASE VISIT YOUR TALUKA AGRICULTURE OFFICER","MAHARASHTRA","WASHIM","RISOD                                             ","2018-10-21 14:41:28.880"
"KHARIF","AGRICULTURE","Others","Others","Weather","Asking about weather forecast?","This week weather is CLOUDY and   NO Possibility of Rainfall","MAHARASHTRA","WASHIM","MANGRULPIR                                        ","2018-10-21 14:42:18.893"
"KHARIF","AGRICULTURE","Others","Others","Weather","Asking about weather forecast?","This week weather is CLOUDY and   NO Possibility of Rainfall","MAHARASHTRA","WASHIM","MANGRULPIR                                        ","2018-10-21 14:42:18.893"
"KHARIF","AGRICULTURE","Others","Others","Weather","Asking about weather forecast?","THIS WEEK WEATHER IS MOSTLY CLEAR TEMP -MIN.-18 DEGREE AND MAX.- 34","MAHARASHTRA","WASHIM","MALEGAON                                          ","2018-10-21 15:10:17.070"
"KHARIF","AGRICULTURE","Others","Others","Weather","Asking about weather forecast?","THIS WEEK WEATHER IS MOSTLY CLEAR TEMP -MIN.-18 DEGREE AND MAX.- 34","MAHARASHTRA","WASHIM","MALEGAON                                          ","2018-10-21 15:10:17.070"
"RABI","AGRICULTURE","Pulses","Bengal Gram (Gram/Chick Pea/Kabuli/Chana)","Weed Management","asked about weed managementin gengal gram?","weed control in gram- no chemical weed control in gram after sowing","MAHARASHTRA","WASHIM","RISOD                                             ","2018-10-21 15:16:21.800"
"RABI","AGRICULTURE","Pulses","Bengal Gram (Gram/Chick Pea/Kabuli/Chana)","Weed Management","asked about weed managementin gengal gram?","weed control in gram- no chemical weed control in gram after sowing","MAHARASHTRA","WASHIM","RISOD                                             ","2018-10-21 15:16:21.800"
"KHARIF","AGRICULTURE","Others","Others","Weather","Asking about weather forecast ?","Weather Forecast - In the coming week, the atmosphere will remain partially cloudy, maximum temperature is 35 degrees Celsius. The minimum temperature is 20 degrees Celsius.","MAHARASHTRA","WASHIM","WASHIM                                            ","2018-10-21 15:18:11.390"
"KHARIF","AGRICULTURE","Others","Others","Weather","Asking about weather forecast ?","Weather Forecast - In the coming week, the atmosphere will remain partially cloudy, maximum temperature is 35 degrees Celsius. The minimum temperature is 20 degrees Celsius.","MAHARASHTRA","WASHIM","WASHIM                                            ","2018-10-21 15:18:11.390"
"RABI","ANIMAL HUSBANDRY","Animal","Bovine(Cow,Buffalo)","Credit","ASKING CONTACT NO OF ANIMAL HUSBANDARY DEPARTMENT ?","CONTACT NO OF ANIMAL HUSBANDARY DEPARTMENT = 1800 233 3268","MAHARASHTRA","WASHIM","WASHIM                                            ","2018-10-21 15:51:00.323"
"RABI","ANIMAL HUSBANDRY","Animal","Bovine(Cow,Buffalo)","Credit","ASKING CONTACT NO OF ANIMAL HUSBANDARY DEPARTMENT ?","CONTACT NO OF ANIMAL HUSBANDARY DEPARTMENT = 1800 233 3268","MAHARASHTRA","WASHIM","WASHIM                                            ","2018-10-21 15:51:00.323"
"RABI","HORTICULTURE","Condiments and Spices","Turmeric","	Plant Protection	","ATTACK OF MIDGE FLY ON TURMERIC?","Drenching of Chloropyriphos 40 ml / 15 lit of water.","MAHARASHTRA","WASHIM","MANORA                                            ","2018-10-21 16:21:14.783"
